Flow Duration,Tot Fwd Pkts,Tot Bwd Pkts,TotLen Fwd Pkts,TotLen Bwd Pkts,Fwd Pkt Len Max,Fwd Pkt Len Min,Fwd Pkt Len Mean,Fwd Pkt Len Std,Bwd Pkt Len Max,Bwd Pkt Len Min,Bwd Pkt Len Mean,Bwd Pkt Len Std,Flow Byts/s,Flow Pkts/s,Flow IAT Mean,Flow IAT Std,Flow IAT Max,Flow IAT Min,Fwd IAT Tot,Fwd IAT Mean,Fwd IAT Std,Fwd IAT Max,Fwd IAT Min,Bwd IAT Tot,Bwd IAT Mean,Bwd IAT Std,Bwd IAT Max,Bwd IAT Min,Fwd PSH Flags,Bwd PSH Flags,Fwd URG Flags,Bwd URG Flags,Fwd Header Len,Bwd Header Len,Fwd Pkts/s,Bwd Pkts/s,Pkt Len Min,Pkt Len Max,Pkt Len Mean,Pkt Len Std,Pkt Len Var,FIN Flag Cnt,SYN Flag Cnt,RST Flag Cnt,PSH Flag Cnt,ACK Flag Cnt,URG Flag Cnt,CWE Flag Count,ECE Flag Cnt,Down/Up Ratio,Pkt Size Avg,Fwd Seg Size Avg,Bwd Seg Size Avg,Fwd Byts/b Avg,Fwd Pkts/b Avg,Fwd Blk Rate Avg,Bwd Byts/b Avg,Bwd Pkts/b Avg,Bwd Blk Rate Avg,Subflow Fwd Pkts,Subflow Fwd Byts,Subflow Bwd Pkts,Subflow Bwd Byts,Init Fwd Win Byts,Init Bwd Win Byts,Fwd Act Data Pkts,Fwd Seg Size Min,Active Mean,Active Std,Active Max,Active Min,Idle Mean,Idle Std,Idle Max,Idle Min,y
40077313,2,9,22,103,16,6,11.0,7.07106781186548,16,6,11.444444444444402,5.17472489875334,3.11897157376793,0.274469498491578,4007731.3,5071084.13879787,10013147,663,20011717,20011717.0,0.0,20011717,20011717,40077313,5009664.125,5239363.21196867,10055832,663,0,1,0,0,64,288,0.049903545180287,0.224565953311291,6,16,10.916666666666698,5.14266173269929,26.4469696969697,0,0,0,1,1,0,0,0,4,11.9090909090909,11.0,11.444444444444402,0,0,0,0,0,0,2,22,9,103,-1,260,2,0,14947.6666666667,24024.7340325202,42685,669,9896286.25,197029.770653024,10013147,9602966,4
179999676,96,369,576,8656,6,6,6.0,0.0,32,16,23.4579945799458,7.99245549755551,51.2889812090551,2.5833379833417003,387930.33620689705,298086.848583307,997061,25,178326675,1877122.89473684,275504.278775186,2594790,961489,179999676,489129.554347826,289400.178463688,997061,3177,0,1,0,0,1920,7380,0.533334293335061,2.05000369000664,6,32,19.8454935622318,10.0258671398742,100.51801190641,0,0,0,1,1,0,0,0,3,19.8881720430108,6.0,23.4579945799458,0,0,0,0,0,0,96,576,369,8656,-1,256,96,0,0.0,0.0,0,0,0.0,0.0,0,0,10
32005732,2,10,22,112,16,6,11.0,7.07106781186548,18,6,11.2,5.51361950083609,4.18675004839758,0.374932840155007,2909612.0,4114102.08006979,10007583,459,20995442,20995442.0,0.0,20995442,20995442,32005732,3556192.44444444,4311924.02108198,10015989,512,0,1,0,0,64,320,0.062488806692501,0.312444033462506,6,18,10.7692307692308,5.3875449905908885,29.025641025641,0,0,0,1,1,0,0,0,5,11.666666666666698,11.0,11.2,0,0,0,0,0,0,2,22,10,112,-1,260,2,0,2427128.5,3425224.54096085,4849128,5129,8717965.66666667,2230693.89170754,10007583,6142183,8
20992201,2,5,22,39,16,6,11.0,7.07106781186548,15,6,7.8,4.02492235949962,2.90584107878921,0.333457172975811,3498700.16666667,5058114.03521132,10011858,561,10011644,10011644.0,0.0,10011644,10011644,20992201,5248050.25,5514685.23460287,10013064,8050,0,1,0,0,64,160,0.095273477993089,0.238183694982722,6,16,8.375,4.405759217855,19.4107142857143,0,0,0,1,1,0,0,0,2,9.571428571428571,11.0,7.8,0,0,0,0,0,0,2,22,5,39,-1,260,2,0,4628.0,4839.43881044073,8050,1206,10011148.0,1004.0916292849,10011858,10010438,4
179117412,18,18,108,172,6,6,6.0,0.0,18,6,9.55555555555556,5.20432198468364,1.56322044224266,0.2009854854311989,5117640.34285714,6814603.76384976,20892101,338,179112581,10536034.1764706,7464421.12277279,21081398,2013559,179117412,10536318.352941198,7225677.03835256,20892101,223472,0,1,0,0,360,360,0.100492742715599,0.100492742715599,6,18,7.72972972972973,4.0045019710366,16.036036036036002,0,0,0,1,1,0,0,0,1,7.94444444444445,6.0,9.55555555555556,0,0,0,0,0,0,18,108,18,172,-1,254,18,0,1838734.23076923,2103226.89939951,4987059,338,11939258.3846154,6898240.33438577,20892101,5990071,11
22987489,2,6,22,55,16,6,11.0,7.07106781186548,16,6,9.16666666666667,4.91596040125088,3.3496481499132003,0.348015392198774,3283927.0,4716780.52491835,10024536,469,10026693,10026693.0,0.0,10026693,10026693,22987489,4597497.8,5082938.58174803,10025032,907,0,1,0,0,64,192,0.087003848049694,0.26101154414908,6,16,9.22222222222223,4.84194634877798,23.4444444444444,0,0,0,1,1,0,0,0,3,10.375,11.0,9.16666666666667,0,0,0,0,0,0,2,22,6,55,-1,260,2,0,1417242.5,2001233.10601751,2832328,2157,10023705.5,1174.50436355086,10024536,10022875,5
20999469,2,5,22,42,16,6,11.0,7.07106781186548,18,6,8.4,5.3665631459995,3.047696110792129,0.33334176211789,3499911.5,5055691.197707498,10013514,771,10015948,10015948.0,0.0,10015948,10015948,20999469,5249867.25,5511081.68525045,10014285,2019,0,1,0,0,64,160,0.095240503462254,0.238101258655636,6,18,8.75,5.1199888392735495,26.21428571428569,0,0,0,1,1,0,0,0,2,10.0,11.0,8.4,0,0,0,0,0,0,2,22,5,42,-1,260,2,0,2226.5,293.449314192417,2434,2019,10008531.5,7046.31907452395,10013514,10003549,9
20999821,2,5,22,39,16,6,11.0,7.07106781186548,15,6,7.8,4.02492235949962,2.9047866646101403,0.333336174627393,3499970.16666667,5057919.85467731,10012260,360,10013519,10013519.0,0.0,10013519,10013519,20999821,5249955.25,5513492.84139201,10012620,4643,0,1,0,0,64,160,0.095238907036398,0.2380972675909949,6,16,8.375,4.405759217855,19.4107142857143,0,0,0,1,1,0,0,0,2,9.571428571428571,11.0,7.8,0,0,0,0,0,0,2,22,5,39,-1,260,2,0,2951.0,2392.84934753528,4643,1259,10011755.5,713.470742217226,10012260,10011251,2
26739735,2,6,22,55,16,6,11.0,7.07106781186548,16,6,9.16666666666667,4.91596040125088,2.87960968947523,0.299180227477946,3819962.14285714,4722703.75562327,10072863,470,10073984,10073984.0,0.0,10073984,10073984,26739735,5347947.0,4821766.43296536,10073926,1715,0,1,0,0,64,192,0.074795056869487,0.22438517060846,6,16,9.22222222222223,4.84194634877798,23.4444444444444,0,0,0,1,1,0,0,0,3,10.375,11.0,9.16666666666667,0,0,0,0,0,0,2,22,6,55,-1,260,2,0,1418.0,420.021428024809,1715,1121,8606894.33333334,2539081.98366286,10072863,5675015,5
24994626,2,7,22,76,16,6,11.0,7.07106781186548,20,6,10.857142857142902,6.20291790016525,3.9208428243735294,0.360077402238385,3124328.25,4558654.07453518,10034993,688,10039107,10039107.0,0.0,10039107,10039107,24994626,4165771.0,4888937.09619958,10035681,1323,0,1,0,0,64,224,0.080017200497419,0.280060201740966,6,20,10.4,5.79655069847578,33.6,0,0,0,1,1,0,0,0,3,11.555555555555598,11.0,10.857142857142902,0,0,0,0,0,0,2,22,7,76,-1,260,2,0,2376178.5,3354605.78672375,4748243,4114,10025087.0,14009.1995488679,10034993,10015181,1
30986244,1,9,16,106,16,16,16.0,0.0,18,6,11.7777777777778,5.51764845241562,3.93723098546568,0.3227238512676789,3442916.0,4489054.98704248,10013334,560,0,0.0,0.0,0,0,30986244,3873280.5,4596672.0194817,10014743,560,0,1,0,0,32,288,0.032272385126768,0.290451466140911,6,18,11.6363636363636,5.42720420239974,29.4545454545454,0,0,0,1,1,0,0,0,9,12.8,16.0,11.7777777777778,0,0,0,0,0,0,1,16,9,106,-1,260,1,0,1161152.33333333,2009469.6774782,3481488,560,9167595.66666667,1412213.0942405,10013334,7537295,8
179733517,60,360,468,8640,12,6,7.8,2.77274874325467,32,16,24.0,8.0111343129735,50.67502239996779,2.33679286429364,428958.2744630071,265116.562909805,996455,2,174429844,2956438.0338983,1470161.10130309,6462524,2,179733517,500650.465181059,252284.638635046,996455,3865,0,1,0,0,1200,7200,0.3338275520419489,2.00296531225169,6,32,21.710213776722107,9.398156617727407,88.3253478113335,0,0,0,1,1,0,0,0,6,21.7619047619048,7.8,24.0,0,0,0,0,0,0,60,468,360,8640,-1,254,60,0,0.0,0.0,0,0,0.0,0.0,0,0,10
31011574,1,6,16,55,16,16,16.0,0.0,16,6,9.16666666666667,4.91596040125088,2.28946779676517,0.225722177145862,5168595.66666667,4544057.33542356,10043534,1182,0,0.0,0.0,0,0,31011574,6202314.8,4219264.47541147,10044716,1571,0,1,0,0,32,192,0.032246025306552,0.19347615183931,6,16,9.625,5.012484413940861,25.125,0,0,0,1,1,0,0,0,6,11.0,16.0,9.16666666666667,0,0,0,0,0,0,1,16,6,55,-1,260,1,0,2179658.0,3080280.17542853,4357745,1571,8884086.0,1970783.48971596,10043534,6608559,4
20996571,2,7,22,72,16,6,11.0,7.07106781186548,16,6,10.2857142857143,5.34522483824849,4.476921493514348,0.428641419591799,2624571.375,4584164.82585538,10051254,532,10030791,10030791.0,0.0,10030791,10030791,20996571,3499428.5,5075030.83961147,10052720,532,0,1,0,0,64,224,0.095253648798178,0.333387770793621,6,16,10.0,5.16397779494322,26.6666666666667,0,0,0,1,1,0,0,0,3,11.1111111111111,11.0,10.2857142857143,0,0,0,0,0,0,2,22,7,72,-1,260,2,0,3536.5,2175.7675657110103,5075,1998,10040023.5,15882.325412231,10051254,10028793,6
20989443,2,5,22,42,16,6,11.0,7.07106781186548,18,6,8.4,5.3665631459995,3.04915189983841,0.333500989044826,3498240.5,5059115.14477375,10016046,462,10017631,10017631.0,0.0,10017631,10017631,20989443,5247360.75,5516676.21042172,10016508,990,0,1,0,0,64,160,0.09528599686995,0.238214992174876,6,18,8.75,5.1199888392735495,26.21428571428569,0,0,0,1,1,0,0,0,2,10.0,11.0,8.4,0,0,0,0,0,0,2,22,5,42,-1,260,2,0,1287.5,420.728534805996,1585,990,10011801.0,6003.33657227379,10016046,10007556,9
21561224,2,6,22,58,16,6,11.0,7.07106781186548,18,6,9.66666666666667,5.71547606649408,3.7103644950769,0.37103644950769,3080174.85714286,4750531.52447844,10015693,416,10017191,10017191.0,0.0,10017191,10017191,21561224,4312244.8,5217247.72462461,10016109,626,0,1,0,0,64,192,0.092759112376923,0.278277337130768,6,18,9.55555555555556,5.36449231314369,28.7777777777778,0,0,0,1,1,0,0,0,3,10.75,11.0,9.66666666666667,0,0,0,0,0,0,2,22,6,58,-1,260,2,0,1062.0,616.5971131946691,1498,626,10014464.5,1737.36136137535,10015693,10013236,8
26988729,2,6,22,58,16,6,11.0,7.07106781186548,18,6,9.66666666666667,5.71547606649408,2.9642003519321,0.29642003519321,3855532.71428571,4905329.29506524,10016445,442,10018961,10018961.0,0.0,10018961,10018961,26988729,5397745.8,5070036.39640207,10019493,570,0,1,0,0,64,192,0.074105008798303,0.2223150263949069,6,18,9.55555555555556,5.36449231314369,28.7777777777778,0,0,0,1,1,0,0,0,3,10.75,11.0,9.66666666666667,0,0,0,0,0,0,2,22,6,58,-1,260,2,0,1809.0,1752.21060378026,3048,570,8981559.33333333,1792013.84891868,10016445,6912320,9
30990406,1,10,16,124,16,16,16.0,0.0,20,6,12.4,5.64111888034832,4.51752713404271,0.3549485605319269,3099040.6,3883292.37600307,10012261,442,0,0.0,0.0,0,0,30990406,3443378.44444444,3954010.27830926,10013515,442,0,1,0,0,32,320,0.0322680509574479,0.322680509574479,6,20,12.166666666666698,5.556868531717111,30.8787878787879,0,0,0,1,1,0,0,0,10,13.272727272727304,16.0,12.4,0,0,0,0,0,0,1,16,10,124,-1,260,1,0,1976490.66666667,3418269.47211909,5923568,1696,8353644.66666667,1440927.10527158,10012261,7410254,1
21009465,2,5,22,39,16,6,11.0,7.07106781186548,15,6,7.8,4.02492235949962,2.9034532768921,0.333183162922045,3501577.5,5060200.93431958,10018308,878,10018709,10018709.0,0.0,10018709,10018709,21009465,5252366.25,5517769.33669361,10022037,8224,0,1,0,0,64,160,0.095195189406299,0.237987973515746,6,16,8.375,4.405759217855,19.4107142857143,0,0,0,1,1,0,0,0,2,9.571428571428571,11.0,7.8,0,0,0,0,0,0,2,22,5,39,-1,260,2,0,5976.5,3178.4449814335303,8224,3729,10016644.0,2353.25136778883,10018308,10014980,3
22170340,2,7,22,76,16,6,11.0,7.07106781186548,20,6,10.857142857142902,6.20291790016525,4.420320121387401,0.405947766249864,2771292.5,4493805.67239582,10013127,369,10016092,10016092.0,0.0,10016092,10016092,22170340,3695056.66666667,4917688.98623126,10013817,369,0,1,0,0,64,224,0.090210614722192,0.315737151527672,6,20,10.4,5.79655069847578,33.6,0,0,0,1,1,0,0,0,3,11.555555555555598,11.0,10.857142857142902,0,0,0,0,0,0,2,22,7,76,-1,260,2,0,1667.0,1835.64920396028,2965,369,10011928.5,1694.93495450415,10013127,10010730,1
31021284,1,9,16,103,16,16,16.0,0.0,16,6,11.444444444444402,5.17472489875334,3.836075901951701,0.32235931949174,3446809.33333333,4641869.40637075,10007528,1231,0,0.0,0.0,0,0,31021284,3877660.5,4766470.61427821,10008759,1605,0,1,0,0,32,288,0.032235931949174,0.290123387542566,6,16,11.3636363636364,5.14339823993296,26.4545454545455,0,0,0,1,1,0,0,0,9,12.5,16.0,11.444444444444402,0,0,0,0,0,0,1,16,9,103,-1,260,1,0,1141369.0,566593.350056281,1542011,740727,9579515.33333333,739811.676466608,10007528,8725255,4
28990986,2,9,22,106,16,6,11.0,7.07106781186548,18,6,11.7777777777778,5.51764845241562,4.4151654586705,0.379428281604496,2899098.6,4597293.60527965,10024986,402,10325025,10325025.0,0.0,10325025,10325025,28990986,3623873.25,4916991.26781649,10026259,522,0,1,0,0,64,288,0.068986960291727,0.3104413213127689,6,18,11.166666666666698,5.42441171227281,29.4242424242424,0,0,0,1,1,0,0,0,4,12.1818181818182,11.0,11.7777777777778,0,0,0,0,0,0,2,22,9,106,-1,260,2,0,103523.666666667,177205.54087368,308143,1208,9534968.66666667,841726.401100342,10024986,8563038,9
25445616,2,6,22,55,16,6,11.0,7.07106781186548,16,6,9.16666666666667,4.91596040125088,3.02606154238907,0.3143960044040589,3635088.0,4632161.11116129,10012477,435,10012323,10012323.0,0.0,10012323,10012323,25445616,5089123.2,4789970.70612308,10013670,475,0,1,0,0,64,192,0.0785990011010149,0.235797003303044,6,16,9.22222222222222,4.84194634877798,23.4444444444444,0,0,0,1,1,0,0,0,3,10.375,11.0,9.16666666666667,0,0,0,0,0,0,2,22,6,55,-1,260,2,0,834.0,507.702668891941,1193,475,10011803.5,952.47283425828,10012477,10011130,3
30989103,1,7,16,72,16,16,16.0,0.0,16,6,10.2857142857143,5.34522483824849,2.83970788054111,0.258155261867373,4427014.71428572,4532997.4378133,10015152,534,0,0.0,0.0,0,0,30989103,5164850.5,4482157.59492166,10016408,534,0,1,0,0,32,224,0.032269407733422,0.225885854133952,6,16,10.4444444444444,5.2704627669473,27.7777777777778,0,0,0,1,1,0,0,0,7,11.75,16.0,10.2857142857143,0,0,0,0,0,0,1,16,7,72,-1,260,1,0,1887.5,137.885822331377,1985,1790,7746332.0,2611191.68012321,10015152,5452364,6
179999880,69,363,480,8656,12,6,6.956521739130441,2.21249647795463,32,16,23.8457300275482,8.00955246015633,50.755589392615214,2.4000016000010698,417633.13225058,295099.353540312,989569,1,176567188,2596576.29411765,1601990.27433175,4652156,1,179999880,497237.23756906,299277.482189966,989569,3743,0,1,0,0,1380,7260,0.383333588889059,2.0166680111120097,6,32,21.1362586605081,9.63704281941874,92.8725943033103,0,0,0,1,1,0,0,0,5,21.1851851851852,6.956521739130441,23.8457300275482,0,0,0,0,0,0,69,480,363,8656,-1,253,69,0,0.0,0.0,0,0,0.0,0.0,0,0,10
25305206,2,7,22,76,16,6,11.0,7.07106781186548,20,6,10.857142857142902,6.20291790016525,3.87272089387456,0.355658041274195,3163150.75,4479689.52972272,10038323,488,10015941,10015941.0,0.0,10015941,10015941,25305206,4217534.33333333,4771568.52377411,10040197,695,0,1,0,0,64,224,0.079035120283154,0.27662292099104,6,20,10.4,5.79655069847578,33.6,0,0,0,1,1,0,0,0,3,11.555555555555598,11.0,10.857142857142902,0,0,0,0,0,0,2,22,7,76,-1,260,2,0,2107.5,652.6595590351831,2569,1646,10025847.5,17643.0212973855,10038323,10013372,1
25002549,2,6,22,55,16,6,11.0,7.07106781186548,16,6,9.16666666666667,4.91596040125088,3.0796859952159306,0.31996737612633,3571792.71428571,4649776.18221816,10026038,283,10014163,10014163.0,0.0,10014163,10014163,25002549,5000509.8,4848417.96104329,10027136,1703,0,1,0,0,64,192,0.0799918440315829,0.239975532094748,6,16,9.22222222222223,4.84194634877798,23.4444444444444,0,0,0,1,1,0,0,0,3,10.375,11.0,9.16666666666667,0,0,0,0,0,0,2,22,6,55,-1,260,2,0,2103242.5,2972881.26196801,4205387,1098,10019551.5,9173.29627233308,10026038,10013065,3
28787814,2,6,22,58,16,6,11.0,7.07106781186548,18,6,9.66666666666667,5.71547606649408,2.77895362252931,0.277895362252931,4112544.85714286,4894431.90427774,10010121,434,10014107,10014107.0,0.0,10014107,10014107,28787814,5757562.8,4911212.57026436,10014868,2829,0,1,0,0,64,192,0.069473840563233,0.208421521689698,6,18,9.55555555555556,5.36449231314369,28.7777777777778,0,0,0,1,1,0,0,0,3,10.75,11.0,9.66666666666667,0,0,0,0,0,0,2,22,6,58,-1,260,2,0,323462.666666667,553693.595056267,962812,2829,9272475.33333333,1276980.7840059,10010121,7797945,8
179999597,85,409,522,8656,12,6,6.141176470588241,0.9148632629611742,32,16,21.1638141809291,7.489539183492731,50.9890030476013,2.7444505889643698,365110.7444219071,256801.808959433,950615,1,177247128,2110084.85714286,1082721.17255291,3897444,1,179999597,441175.48284313706,262293.698378508,950615,49261,0,1,0,0,1700,8180,0.472223279477676,2.2722273094867003,6,32,18.6060606060606,8.887304074972098,78.9841737210158,0,0,0,1,1,0,0,0,4,18.6437246963563,6.141176470588241,21.1638141809291,0,0,0,0,0,0,85,522,409,8656,-1,251,85,0,0.0,0.0,0,0,0.0,0.0,0,0,10
21452587,2,6,22,55,16,6,11.0,7.07106781186548,16,6,9.16666666666667,4.91596040125088,3.58931069712012,0.372915397103389,3064655.28571429,4758447.95019166,10011626,577,10012006,10012006.0,0.0,10012006,10012006,21452587,4290517.4,5234361.17290241,10012802,1205,0,1,0,0,64,192,0.093228849275847,0.279686547827542,6,16,9.22222222222222,4.84194634877798,23.4444444444444,0,0,0,1,1,0,0,0,3,10.375,11.0,9.16666666666667,0,0,0,0,0,0,2,22,6,55,-1,260,2,0,1190.5,20.50609665440989,1205,1176,10011228.0,562.856997824492,10011626,10010830,2
23997094,2,6,22,55,16,6,11.0,7.07106781186548,16,6,9.16666666666667,4.91596040125088,3.2087218560714104,0.333373699332094,3428156.28571428,4629106.35887712,10017488,454,10014833,10014833.0,0.0,10014833,10014833,23997094,4799418.8,4891916.67950827,10019927,1407,0,1,0,0,64,192,0.083343424833024,0.250030274499071,6,16,9.22222222222223,4.84194634877798,23.4444444444444,0,0,0,1,1,0,0,0,3,10.375,11.0,9.16666666666667,0,0,0,0,0,0,2,22,6,55,-1,260,2,0,1538899.5,2172883.27715055,3075360,2439,10014941.0,3602.00194336427,10017488,10012394,4
28059852,2,8,22,87,16,6,11.0,7.07106781186548,16,6,10.875,5.22186337841743,3.88455363200062,0.356381067156021,3117761.33333333,4527052.00224155,10011668,459,10015818,10015818.0,0.0,10015818,10015818,28059852,4008550.28571429,4814612.07118759,10017439,620,0,1,0,0,64,256,0.071276213431204,0.285104853724816,6,16,10.4545454545455,5.1256928578219805,26.2727272727273,0,0,0,1,1,0,0,0,4,11.5,11.0,10.875,0,0,0,0,0,0,2,22,8,87,-1,260,2,0,319605.0,548043.381741811,952424,620,9033206.0,1693342.26406447,10011668,7077903,4
